Klient_id_klienta,Obszar_id_obszaru,Czas_id_czasu,Atrakcja_id_atrakcji,ilosc,cena,Platnosc_id_platnosc
1275,3,21,15,2,103,2
2632,2,17,10,4,97,2
1784,2,11,8,4,61,1
178,1,20,1,1,146,2
1265,3,23,3,5,79,1
2056,3,8,14,4,36,1
2611,3,17,6,5,192,2
2597,1,24,1,5,255,1
2611,1,26,4,5,109,1
1924,3,14,12,1,170,2
1810,1,19,16,1,90,1
593,1,21,4,5,66,2
1584,3,3,1,2,58,2
2114,2,19,16,4,235,1
115,1,20,14,1,191,1
568,1,3,14,4,77,2
2907,1,2,1,1,272,1
2482,2,22,12,3,55,2
2090,1,2,6,3,289,1
2875,1,11,12,3,109,1
2365,1,5,12,5,68,2
774,2,29,10,5,61,1
2250,3,4,11,3,128,1
446,1,15,3,2,168,1
304,3,8,10,4,239,1
1090,2,30,8,5,73,1
1387,1,24,10,5,286,1
284,1,3,1,5,258,2
2932,2,18,12,4,225,1
2607,3,29,5,2,76,1
1194,1,6,9,2,44,2
2765,3,17,6,3,246,1
1343,1,18,11,5,137,1
2693,2,24,6,3,106,2
1296,3,11,9,4,251,2
277,3,15,12,4,287,1
2857,1,11,2,5,70,1
1484,2,18,7,4,30,2
2300,2,7,13,4,55,1
2572,1,27,13,5,113,1
827,1,29,3,3,119,2
1010,2,8,9,1,76,2
1430,3,3,1,5,83,1
1496,1,29,1,5,182,1
2519,2,9,16,5,47,1
800,2,9,6,4,179,1
2904,3,8,11,5,179,1
1319,3,24,3,1,38,2
2546,3,4,10,4,259,1
2912,3,18,5,1,223,1
408,3,21,3,4,271,2
836,3,12,16,1,222,1
2049,2,24,12,1,149,1
1930,1,23,15,4,282,2
2982,3,11,14,5,76,1
2915,1,1,8,1,96,2
814,3,20,13,1,56,1
1457,3,17,2,2,243,1
1948,3,8,16,5,173,1
115,1,4,3,3,56,2
1161,3,8,15,1,258,1
1276,1,5,10,5,221,2
2658,3,23,9,2,248,1
522,3,16,3,4,107,1
2121,2,18,10,5,185,1
56,1,6,2,5,62,1
2500,1,12,2,5,239,1
728,2,19,3,2,134,1
20,3,22,8,3,67,2
1741,2,30,14,1,140,2
1439,2,15,7,4,56,1
2024,1,2,15,3,51,1
420,3,13,12,1,269,1
1751,2,18,7,5,166,1
1535,2,9,12,2,106,2
2405,1,22,10,2,265,1
1680,3,18,1,1,98,1
1868,2,4,16,3,260,2
411,3,2,12,3,53,1
2302,3,6,3,4,219,1
2459,3,4,15,1,213,1
2281,1,10,15,2,249,2
2550,1,23,14,3,264,2
757,3,27,12,4,75,2
2754,2,28,5,3,57,2
2537,1,2,9,1,265,1
2645,3,24,6,2,104,2
1794,2,10,6,5,211,2
68,1,6,4,3,92,2
1827,2,20,12,4,53,1
477,3,10,5,5,107,1
2869,1,11,9,5,266,1
2819,2,27,12,3,93,2
2311,3,9,11,4,174,1
886,1,20,10,1,276,1
2269,3,4,14,2,83,1
407,3,22,10,2,171,2
2473,3,30,5,5,78,1
2545,1,18,6,4,56,2
2918,3,29,12,5,267,1
1873,3,27,1,1,234,2
30,2,2,5,1,192,1
1076,2,9,6,4,43,2
2798,2,15,11,1,139,1
352,3,28,7,4,161,1
2955,1,8,13,3,233,2
1435,2,3,12,3,81,2
203,2,12,4,5,104,2
780,2,13,16,2,157,2
2373,1,27,6,1,103,1
1645,1,16,5,2,48,1
2925,2,27,10,2,178,1
346,2,5,13,2,167,2
2142,3,27,2,2,285,2
1239,1,12,7,5,94,2
1833,3,28,9,2,93,1
2921,2,11,3,5,257,2
1769,3,17,15,4,205,2
678,2,8,1,1,237,2
728,2,7,5,2,173,2
2104,1,9,1,2,148,2
887,2,29,6,1,33,2
1337,3,15,3,3,215,1
568,3,16,2,3,225,2
38,1,26,10,2,76,2
1473,1,28,8,2,55,2
347,1,20,1,4,229,2
2101,3,5,12,5,62,2
1650,3,28,13,4,32,1
1289,1,23,13,5,282,2
1597,2,20,7,3,152,1
1165,3,2,12,5,282,1
1051,3,27,8,1,131,2
1569,3,21,8,1,204,2
629,3,7,15,5,257,1
577,2,10,5,4,148,1
2693,3,3,12,1,292,1
1155,3,10,13,3,33,1
1742,3,27,9,5,134,1
2836,3,24,3,1,68,1
705,2,7,7,5,240,2
384,2,23,1,4,193,2
221,3,4,4,5,72,2
1484,2,23,14,1,295,2
74,1,17,16,5,278,1
822,1,12,10,2,133,1
1127,1,15,3,4,125,2
2768,3,28,5,5,177,2
390,2,16,15,4,211,1
928,1,1,14,4,212,2
2410,3,19,10,4,72,1
898,1,22,5,4,51,1
1873,2,22,14,2,140,1
1906,3,23,7,4,124,1
2819,2,9,2,4,49,1
2810,1,21,4,2,197,2
672,3,19,3,3,30,2
1727,1,1,5,2,206,1
2587,3,5,2,5,44,1
2323,2,6,16,1,295,2
943,1,19,16,4,114,1
192,1,9,2,2,132,1
499,1,24,7,3,286,1
1254,2,5,10,3,157,1
1074,2,7,10,1,299,1
759,2,10,8,2,234,2
2324,3,29,8,4,298,2
521,2,17,10,1,195,2
1635,2,13,4,5,289,2
2013,1,16,6,2,57,2
2689,2,29,2,1,104,2
1853,1,4,15,3,257,1
177,3,30,16,2,128,2
2665,3,8,8,4,55,1
2521,2,4,5,5,217,1
2767,2,16,14,2,98,2
872,1,10,6,1,170,2
1098,2,11,1,4,85,1
1646,3,18,7,1,175,2
2342,3,19,10,1,274,1
265,2,5,1,1,240,2
1876,3,5,11,3,162,1
2638,3,9,3,3,102,1
2733,3,14,3,4,70,2
904,3,24,16,4,158,1
172,1,29,11,3,140,2
2266,2,22,10,1,111,2
598,1,13,11,4,235,1
1618,3,27,7,4,53,1
637,2,22,16,1,83,2
1797,1,16,2,5,151,1
1498,3,17,11,5,194,1
1190,2,10,16,4,57,2
1421,1,7,13,2,191,2
268,1,20,1,1,51,2
2961,3,18,13,2,35,1
20,2,23,13,3,90,2
2996,2,30,5,1,112,1
803,1,9,9,5,195,1
2053,3,19,12,3,165,1
1360,3,6,7,1,158,1
2163,2,1,14,2,226,1
1925,3,22,1,4,158,2
1792,1,8,8,3,200,1
1359,1,2,16,4,139,2
1972,3,28,1,5,207,2
2427,1,21,8,5,116,1
658,3,22,13,1,216,2
1222,3,29,11,5,69,1
1174,3,27,11,2,177,2
2660,3,30,16,5,76,2
168,2,30,9,2,105,1
601,1,6,12,4,216,1
2497,3,11,16,3,105,1
889,3,25,10,4,45,1
213,3,25,4,3,48,1
1212,3,5,9,5,39,1
1969,3,29,10,5,228,1
2612,2,30,5,5,129,2
2238,1,29,9,2,273,1
1711,2,15,4,4,272,1
13,1,14,11,2,91,2
324,3,29,15,2,105,1
283,3,28,10,4,189,2
2366,1,1,11,1,46,1
916,2,13,4,5,199,2
1339,2,20,11,1,62,2
927,1,19,15,4,280,1
1651,2,18,15,2,238,1
37,2,1,2,1,179,2
1140,2,21,8,4,120,2
942,1,30,9,3,35,1
554,2,23,9,1,194,2
2706,3,10,9,5,205,1
251,2,17,16,3,255,2
1357,3,13,16,3,253,1
965,2,12,14,4,228,2
174,1,18,1,5,42,1
2159,2,29,13,4,87,1
1812,2,18,15,1,178,2
1352,2,17,9,4,169,2
673,3,21,2,5,193,1
1178,3,29,10,4,151,2
1677,2,6,15,4,31,2
534,3,28,10,1,55,2
2757,1,15,3,3,272,1
1300,1,21,13,4,85,1
1459,2,9,7,1,299,2
2662,2,19,3,3,262,1
441,3,17,12,3,143,1
2642,2,14,5,3,94,1
564,2,5,1,5,166,2
486,2,6,2,1,223,1
2097,3,30,1,1,151,1
1476,1,2,2,4,229,2
551,3,5,9,4,236,2
2633,2,5,12,2,125,2
396,2,20,7,4,149,1
1723,2,8,9,4,256,2
996,1,28,1,4,53,2
2427,1,17,6,5,119,2
1189,3,10,11,1,111,1
2352,2,21,2,2,144,2
1106,3,1,16,5,30,2
1108,1,21,10,2,31,1
1015,1,3,13,1,127,1
1865,3,26,12,3,120,2
2146,1,29,8,4,129,1
394,2,11,1,2,104,1
1786,2,3,14,2,40,1
860,2,10,3,1,146,2
2902,1,9,7,4,299,2
21,3,4,10,4,268,1
1786,3,22,13,1,70,1
952,3,27,4,2,57,1
1930,2,9,10,5,217,1
972,1,19,11,2,130,2
2567,3,7,11,1,94,2
2604,2,13,16,2,224,2
1305,2,5,6,5,90,1
454,3,1,12,1,41,1
1940,1,4,13,4,148,1
2340,2,18,3,5,229,2
39,3,19,11,5,168,2
2002,2,9,7,1,90,2
416,1,29,16,1,143,1
1483,1,6,9,2,80,2
2284,2,7,1,3,188,1
2870,2,2,4,3,133,2
1847,3,13,11,2,234,2
1314,2,6,11,2,179,2
1758,2,5,12,2,93,2
2763,1,11,11,4,183,1
2481,3,23,11,1,95,2
1397,3,27,2,3,33,1
2811,1,11,3,1,197,1
2789,3,16,4,1,49,2
2266,1,30,10,1,154,2
2134,2,1,5,2,202,1
2148,1,19,15,2,187,2
71,3,15,10,5,248,2
79,1,14,15,1,79,2
1978,3,15,4,3,222,1
1842,2,27,12,5,97,1
1824,3,10,15,3,221,2
281,2,30,4,4,222,2
632,2,12,3,3,140,1
1124,1,20,11,5,234,1
1882,2,27,16,3,214,1
934,1,29,11,3,294,2
1291,2,1,15,5,175,1
2446,2,18,9,5,72,1
2358,2,8,10,5,117,1
2618,1,9,2,1,102,2
1187,2,14,16,3,162,2
1799,2,23,14,2,31,2
309,1,14,12,3,79,2
1457,3,2,9,4,56,2
1295,3,25,16,2,166,1
222,1,17,7,4,108,1
39,2,23,12,2,206,2
2370,3,12,9,1,131,2
2165,2,14,13,2,134,1
2766,3,28,16,3,135,1
558,3,10,14,5,121,1
623,1,24,6,3,242,2
2699,2,14,4,1,167,1
2136,1,19,5,5,34,1
1653,3,24,14,2,229,2
2759,1,20,3,1,148,2
272,3,14,16,3,172,1
1490,2,23,6,5,212,1
2491,3,18,16,2,133,2
1407,3,16,3,1,40,2
1179,3,1,2,1,256,2
1204,1,10,5,3,48,1
1220,1,14,7,1,65,1
1128,1,6,12,1,261,2
2037,3,23,9,3,41,1
1847,3,9,13,5,260,1
1459,1,21,14,2,192,1
2876,1,25,16,5,270,1
2285,3,12,1,5,299,2
837,2,23,1,1,286,2
869,1,18,4,2,208,2
2423,2,27,12,2,181,2
2504,3,18,10,1,53,2
2812,3,24,14,5,221,1
2047,3,25,5,4,103,2
2742,1,23,11,2,64,2
919,2,9,12,3,30,1
1841,1,13,14,5,283,1
799,3,11,7,5,214,1
1704,1,14,10,2,43,2
2164,3,29,15,5,272,2
1226,2,5,7,4,236,1
2251,2,13,13,2,115,2
1373,2,7,5,3,253,2
1287,3,4,3,5,171,2
1142,2,29,15,1,224,2
782,1,1,4,5,45,2
1965,1,25,16,4,103,1
1219,3,20,9,1,271,2
2084,1,8,13,2,77,1
2823,2,27,5,3,243,1
522,1,1,9,4,278,2
2343,1,6,4,2,199,2
2147,1,12,16,5,267,2
618,3,15,11,5,150,2
1743,3,20,3,3,47,1
1674,2,30,5,5,85,2
2155,1,17,16,3,136,1
447,2,10,13,5,200,2
1321,2,26,15,3,46,1
1093,2,3,13,3,230,1
2101,2,21,14,4,206,1
2062,3,21,6,1,161,1
1341,1,12,10,3,101,1
208,1,13,9,1,222,1
1575,2,7,16,4,48,1
257,2,28,4,5,159,2
1773,1,17,7,3,237,2
634,3,6,3,3,40,2
786,1,11,9,5,66,1
1461,2,11,7,3,295,1
1994,2,10,8,4,128,1
2959,3,3,10,5,148,1
2272,1,26,3,1,250,2
1208,2,22,1,2,189,1
2064,1,1,3,4,179,2
743,3,21,12,4,71,1
1236,1,29,16,4,259,2
1325,2,7,7,1,175,1
2702,2,13,7,4,131,1
1909,1,13,3,5,237,2
482,1,15,6,4,178,2
847,3,2,11,4,130,1
2171,3,23,10,1,106,1
743,1,8,15,4,293,2
648,2,25,14,1,89,1
898,3,2,9,5,103,2
2574,2,24,1,1,43,2
787,3,17,14,3,74,2
2801,1,14,15,3,87,1
691,1,26,11,1,290,1
163,3,4,1,1,226,1
2665,2,27,13,5,262,2
2584,1,29,10,1,129,1
1554,2,19,7,1,179,2
446,3,12,14,1,161,1
2866,2,26,8,3,171,1
2265,2,4,11,2,60,1
2795,3,2,2,3,45,2
359,2,19,16,1,235,2
1552,2,28,14,2,231,2
2566,1,4,10,5,116,2
40,2,24,12,3,99,1
204,1,23,8,3,211,2
2804,1,16,5,4,112,1
247,1,25,16,2,154,1
2305,3,15,13,4,238,1
2955,3,8,12,3,171,1
560,1,11,16,1,48,2
2669,2,11,2,1,171,2
1004,3,22,2,4,67,1
1141,1,23,12,5,227,2
1165,1,16,5,4,242,2
2982,2,2,5,2,72,2
943,1,21,12,2,77,2
2615,2,20,12,2,70,2
2722,2,8,3,2,292,2
1063,3,25,4,4,39,1
1526,3,24,7,5,143,1
486,1,29,11,3,110,2
2213,3,17,7,4,54,1
2528,3,4,1,1,131,2
817,3,15,9,1,113,1
2492,3,10,7,4,229,2
1644,1,16,13,4,295,2
2941,1,25,2,5,98,2
2739,2,11,13,1,58,2
659,2,5,7,5,71,2
2933,1,1,15,2,122,1
1481,2,8,9,2,122,1
1728,2,13,4,1,218,2
652,3,18,11,4,261,1
2441,2,12,11,5,221,1
59,3,6,10,5,130,1
224,1,9,11,4,191,2
2429,3,7,15,3,297,2
905,2,7,12,3,290,2
606,3,25,9,4,108,2
2506,1,18,3,2,164,1
2590,1,2,14,2,214,1
1992,1,23,7,4,95,2
1271,3,27,7,3,229,2
577,2,3,3,2,53,2
1497,2,24,3,3,196,1
281,1,26,4,2,212,2
2226,1,6,15,1,256,1
778,3,22,15,4,102,2
2555,3,23,16,3,37,1
1594,3,8,4,4,105,1
2333,1,6,2,1,120,1
1146,3,7,5,2,181,1
2706,1,7,12,2,237,1
728,1,9,11,4,130,1
340,3,21,7,3,52,1
2043,2,24,12,5,89,1
123,2,21,6,3,279,2
2678,1,15,5,3,53,2
2816,3,14,7,5,94,1
2895,2,26,12,3,234,1
1659,2,2,7,3,238,1
1701,2,11,3,3,187,1
2706,1,5,1,5,285,2
1794,2,9,16,5,84,1
13,3,20,16,1,140,1
1879,2,26,16,2,120,1
985,1,8,9,4,43,1
1019,3,20,8,5,159,2
161,3,14,10,3,64,2
2225,3,6,5,1,267,1
2175,1,3,11,4,129,1
755,1,14,6,1,33,2
485,1,15,6,5,133,2
2126,2,13,12,2,248,2
1291,1,8,8,1,242,2
1208,2,25,4,1,215,2
2127,3,8,7,1,272,2
1981,3,28,4,3,219,1
2590,3,28,7,3,214,2
12,1,26,16,2,43,2
1348,3,5,14,4,238,2
1324,1,10,2,5,31,2
1039,1,8,11,1,191,2
2671,3,24,9,1,294,2
2275,2,13,15,5,251,1
15,3,13,13,5,34,1
1534,2,10,11,4,43,2
2739,2,10,3,3,89,2
2440,2,9,12,4,109,2
2293,3,7,2,1,180,1
1620,3,27,3,3,61,1
816,2,27,6,5,42,2
2400,1,23,7,4,206,1
1229,1,4,3,4,229,2
2129,1,18,8,3,115,1
2348,2,30,14,1,78,2
2633,2,12,14,2,256,2
2327,2,21,10,5,70,1
1998,3,1,14,2,200,2
1120,1,25,8,4,157,1
2041,3,16,8,3,205,2
2329,3,9,8,5,241,2
1970,3,28,10,1,95,1
1993,3,1,12,3,294,2
185,2,13,9,2,285,1
2065,1,3,7,3,191,2
138,3,12,8,5,199,2
1190,3,26,10,2,273,1
2365,2,24,15,4,37,2
570,3,29,9,5,256,2
2315,3,5,11,4,91,2
738,2,8,12,2,242,2
1845,2,29,3,1,51,2
1896,1,16,14,3,77,2
2612,2,29,1,4,232,2
298,3,27,10,4,137,2
2652,2,7,6,2,43,2
865,1,13,13,4,48,1
1538,2,26,2,1,236,1
617,1,21,9,1,40,2
2605,1,17,6,4,126,2
2367,1,16,6,1,105,2
1240,2,7,1,4,161,2
188,1,16,10,4,75,2
629,2,23,4,1,46,1
2868,3,13,2,4,135,2
1062,1,23,15,3,243,2
2337,2,16,6,3,280,2
2984,1,23,1,1,48,2
2236,3,4,2,2,74,1
2033,3,29,16,1,263,2
2184,3,21,3,2,269,1
239,1,26,8,1,195,2
2470,2,1,9,2,68,2
1747,2,25,5,4,120,1
1954,2,12,8,1,56,1
773,1,27,14,1,70,2
1551,1,20,2,3,163,2
440,3,14,13,4,56,1
505,3,27,12,3,118,1
1973,2,30,2,3,217,2
1810,1,22,3,5,284,1
942,1,6,2,5,96,2
1936,3,21,6,5,62,1
539,1,3,11,5,94,2
2530,2,1,1,5,107,2
2395,3,19,12,1,51,2
2178,3,20,12,1,279,1
1518,1,22,9,3,158,1
366,2,16,3,4,85,1
1467,1,2,1,5,289,2
612,1,19,14,1,93,1
868,2,28,12,2,258,1
1084,1,16,4,5,62,2
298,1,17,8,5,133,1
1719,2,21,2,5,74,1
732,1,21,9,2,291,2
717,2,14,7,2,65,1
2512,2,25,3,5,76,1
2812,1,12,3,5,88,2
2344,1,19,6,4,39,1
638,3,21,10,1,257,2
1602,1,2,9,2,59,2
267,3,30,2,5,83,1
69,1,11,7,4,61,1
1019,3,2,11,1,32,2
2078,1,18,12,2,95,1
2878,1,20,10,1,294,2
1171,2,8,12,5,248,1
1650,1,6,7,4,138,1
871,1,26,3,1,59,1
2216,2,13,11,5,273,1
2885,3,24,11,1,236,2
559,3,30,5,1,147,1
2377,2,9,10,5,86,2
902,3,14,1,5,109,2
702,3,1,15,5,64,2
1840,2,23,10,4,96,1
675,3,27,15,4,98,2
24,1,3,2,4,136,2
2698,2,20,5,3,110,2
2973,3,12,5,2,179,1
16,2,1,4,5,182,1
2896,2,4,4,1,220,1
2047,3,24,4,4,280,2
132,1,10,3,5,71,1
2640,2,19,6,4,237,1
1735,1,28,12,5,188,2
2386,2,3,7,3,225,1
50,2,3,10,4,155,2
1318,3,2,1,3,257,1
92,2,25,6,5,90,1
2669,3,15,15,2,240,1
1734,1,23,6,3,279,2
2748,2,24,2,2,41,1
1156,3,22,7,4,259,2
96,1,3,11,3,85,1
2226,2,21,5,4,222,2
1246,1,20,16,5,89,1
2908,1,9,11,1,290,2
2956,3,15,10,5,160,2
75,2,21,15,4,228,1
2806,1,24,10,2,104,2
1756,1,13,14,4,205,1
584,3,1,6,2,198,2
2471,1,21,13,2,115,1
1889,3,2,4,3,284,1
2783,2,1,14,4,174,1
2156,1,24,5,5,160,2
2556,3,19,8,1,142,1
2778,1,26,2,5,186,2
269,2,19,3,4,37,1
959,1,15,9,1,126,1
395,3,14,7,5,181,2
852,2,22,6,3,279,1
1183,1,23,12,5,150,2
2069,1,5,2,3,182,2
2020,1,28,1,1,31,2
533,2,22,3,1,78,2
2723,3,24,3,1,101,2
2563,3,25,3,5,158,1
2322,1,9,7,5,96,2
966,3,11,8,5,85,1
2204,1,18,15,2,252,2
701,2,29,6,2,193,2
1270,1,27,3,3,125,1
387,2,23,1,5,82,2
353,2,22,4,1,221,1
2000,1,6,11,4,208,2
2693,1,1,12,4,243,2
2083,2,10,7,5,249,2
1834,3,28,6,4,82,1
2884,1,5,4,5,218,2
2590,3,16,15,4,262,1
315,3,10,5,3,215,1
2930,2,25,4,5,168,1
1186,1,10,1,3,144,2
349,3,14,12,1,68,2
2266,3,16,3,5,131,2
334,2,2,4,3,216,2
2408,2,2,1,1,219,1
1241,1,26,4,3,109,2
2580,3,17,5,3,189,1
1815,1,2,16,1,178,1
2067,1,24,16,4,286,1
1545,2,23,15,3,127,1
1837,2,28,9,1,169,1
2190,2,28,16,1,236,1
156,3,2,1,1,79,2
2770,1,9,12,2,212,1
1324,3,13,2,2,267,2
1959,1,13,1,1,38,2
2358,3,30,11,1,61,1
1279,3,26,5,1,196,2
1766,2,25,12,5,274,1
2002,2,26,14,5,85,1
2660,2,30,2,1,236,1
527,1,3,3,3,268,1
419,2,25,1,2,112,1
1348,2,10,4,1,210,1
1124,1,23,5,5,47,2
153,3,5,1,5,178,1
1130,3,18,5,1,103,2
2892,1,25,10,5,120,1
12,3,29,1,1,35,2
455,1,26,11,5,158,1
2022,2,1,7,4,205,1
2665,3,28,2,2,189,1
263,3,21,1,4,57,1
613,1,1,13,3,195,1
1270,3,20,4,4,148,1
1181,3,7,3,4,128,1
2783,1,28,12,3,135,1
1106,1,20,2,2,41,1
1253,1,20,4,1,258,1
22,1,27,10,1,62,2
443,2,26,1,4,281,1
605,1,2,2,2,73,1
1693,3,4,7,2,251,2
2325,2,28,11,3,205,2
2287,1,4,5,2,130,1
2088,3,2,11,1,82,1
2813,2,4,14,4,140,1
811,3,6,13,2,223,1
2745,3,13,4,2,125,1
173,3,25,16,4,255,2
665,1,24,5,4,235,2
2875,3,25,14,2,159,1
746,3,16,16,4,259,2
2524,2,13,14,5,239,2
1929,1,26,15,3,185,1
2089,2,14,11,5,174,2
374,2,12,1,5,285,2
79,1,30,3,5,53,1
1328,2,14,13,5,288,1
1558,3,28,11,5,149,2
1631,1,9,12,2,252,2
184,1,24,16,5,49,2
2965,3,23,10,3,210,1
41,1,27,16,3,203,2
1846,2,12,16,3,99,1
728,3,14,11,2,209,1
1035,3,25,3,5,218,2
230,1,3,7,4,110,2
169,2,22,12,1,60,1
1704,2,30,6,5,66,2
597,1,28,4,1,265,2
989,1,25,12,5,50,2
862,1,17,12,5,287,1
823,3,29,2,3,282,2
798,3,25,2,3,241,2
2552,1,6,13,3,262,2
1064,3,2,4,1,274,1
306,2,18,14,1,181,2
1799,3,5,8,5,270,1
647,3,19,7,2,208,1
467,2,29,9,1,154,2
2465,3,26,9,1,163,1
1233,1,7,7,2,287,1
495,1,10,8,5,208,1
2706,2,26,12,2,257,2
206,2,10,2,1,31,2
287,1,29,15,2,272,2
2312,2,30,2,4,79,2
930,2,2,2,4,240,2
1404,3,23,13,4,88,1
1755,3,9,3,5,157,1
2249,2,18,10,4,120,1
48,3,21,9,4,287,2
2992,1,30,5,2,261,2
972,1,4,12,4,154,1
1551,3,29,13,4,278,2
805,2,17,1,3,242,1
337,1,8,16,2,187,2
1822,1,25,12,4,149,1
605,2,25,2,5,285,1
478,3,24,16,1,83,2
2469,2,9,13,1,77,1
273,3,23,7,5,191,2
1170,1,2,2,3,66,1
6,3,29,10,5,287,2
1012,2,2,4,2,261,2
2664,2,29,9,2,87,1
1731,1,20,16,2,189,2
1889,3,26,9,1,208,2
2144,1,7,4,2,99,2
1245,3,6,8,4,63,2
1684,1,17,4,5,288,1
1905,1,18,8,2,79,2
2170,1,21,6,1,290,1
717,3,10,1,5,126,1
1116,2,16,10,3,102,1
1955,1,11,3,4,137,1
71,2,22,14,1,42,2
1537,2,6,9,1,118,1
1045,1,6,16,3,100,1
2467,1,27,15,5,202,1
2688,1,6,8,3,55,1
360,2,6,15,2,157,2
2854,1,2,5,5,231,1
191,1,6,2,1,250,1
1630,3,29,3,3,197,2
559,3,2,10,2,58,1
1947,3,3,5,4,138,2
2240,3,18,16,5,237,2
477,1,12,7,2,33,2
2226,1,22,15,5,95,2
1029,1,22,12,4,50,1
570,1,25,6,3,119,2
54,2,6,9,5,241,1
2957,3,5,16,1,205,2
2269,2,12,16,1,58,1
2456,3,9,5,4,142,2
2744,2,3,14,4,240,2
2596,2,12,16,3,229,1
1000,2,23,9,3,167,1
2162,2,12,5,2,135,1
1411,3,8,3,2,45,1
332,1,3,7,5,79,2
2489,3,29,12,2,42,1
1040,2,22,5,5,174,1
394,3,19,8,2,171,1
1896,1,26,2,4,107,1
1422,2,5,9,2,176,2
1300,2,17,14,2,222,1
1130,2,27,8,3,266,2
1136,2,29,8,4,163,1
2616,1,19,12,4,101,2
2641,2,22,10,5,111,2
705,1,19,1,5,103,1
1719,3,20,3,3,95,1
487,1,3,11,1,217,2
1068,3,5,10,3,97,1
2947,1,27,9,3,106,1
1300,2,14,14,2,284,1
442,3,17,6,1,239,2
1152,2,28,16,4,66,2
310,2,14,6,1,234,2
2356,3,19,14,5,286,2
2524,2,25,14,4,100,1
2957,2,8,7,3,239,2
1553,3,18,16,1,101,1
2724,3,15,4,1,221,1
584,3,16,1,5,297,2
74,1,4,14,5,210,1
2420,1,28,9,5,297,1
2449,1,27,14,4,137,2
1924,2,19,10,3,258,2
2160,3,12,11,4,45,1
2580,2,4,5,3,87,1
2286,2,20,4,4,55,1
2618,2,8,3,3,194,1
2260,2,9,6,5,118,1
1516,2,27,4,5,239,2
1723,3,17,2,1,254,2
2364,3,11,14,4,141,2
215,1,16,4,3,59,1
2885,3,29,13,5,33,1
2972,3,1,13,2,143,1
2644,3,2,7,4,166,2
1614,3,15,2,5,94,1
1303,2,30,8,4,259,2
2848,2,10,5,5,198,2
620,2,2,7,5,178,1
1278,2,24,11,4,68,1
2667,2,22,16,4,252,2
1106,1,9,11,3,215,2
325,3,4,16,5,75,1
1708,2,20,15,4,95,1
2773,1,25,1,4,80,1
371,2,10,1,4,94,2
1026,3,24,7,5,99,1
2219,3,22,12,5,55,1
135,1,2,2,3,178,1
2445,2,18,14,3,265,2
318,3,28,2,5,163,1
1969,3,16,14,5,216,1
1522,1,11,12,1,229,1
1655,1,29,4,4,136,2
893,1,17,6,2,120,2
2750,3,20,1,3,55,1
637,2,8,10,5,99,1
1078,1,4,7,1,274,2
1500,3,26,4,1,219,1
2011,3,14,10,2,178,2
961,3,21,8,4,216,1
2176,3,19,14,1,89,2
2771,2,29,5,3,51,1
2483,3,25,9,2,37,2
1818,3,30,9,4,223,1
1704,2,28,8,2,88,2
797,1,13,16,3,143,2
1536,2,11,15,3,76,1
2737,3,30,5,4,245,1
2694,2,10,7,3,272,1
2998,1,24,4,5,203,2
1638,2,17,15,4,244,1
912,2,18,4,3,177,2
1643,3,7,9,3,206,1
1805,1,17,16,3,135,2
1305,2,22,10,3,281,1
1436,2,11,1,1,36,2
2945,3,6,16,2,219,1
450,2,20,8,5,82,2
1013,1,28,2,3,187,2
235,3,19,1,4,108,1
1356,3,16,7,4,238,2
920,2,1,3,4,46,1
91,1,5,9,4,144,1
1373,2,29,10,3,225,2
2727,2,29,12,3,133,2
1970,1,1,6,3,117,1
1961,3,28,12,3,187,1
2371,2,15,15,5,280,2
1425,2,25,3,1,223,1
2355,1,13,5,4,188,1
2728,1,6,6,1,59,2
1496,1,27,15,1,261,1
275,2,26,9,3,219,1
1844,1,6,6,4,201,2
2512,2,14,14,5,212,2
1025,1,18,13,5,81,2
1473,3,8,15,5,105,2
1795,2,23,4,5,81,1
2744,1,29,8,3,282,2
1686,2,3,3,1,94,2
578,1,24,11,3,85,1
829,3,15,12,2,77,1
2725,3,19,2,3,188,1
813,2,9,6,2,115,2
1472,1,23,11,1,284,1
863,3,18,6,5,76,2
310,2,23,2,4,143,2
2237,2,1,12,4,117,2
1987,2,9,5,5,82,2
2185,3,3,6,2,255,2
2220,1,23,8,3,242,1
465,2,7,8,5,104,2
2157,3,30,7,4,160,2
1394,1,4,2,5,260,1
2296,3,25,9,3,38,1
1292,1,7,4,3,233,2
2875,1,23,16,5,40,1
2932,1,28,10,2,298,1
2220,2,12,8,5,244,1
2590,2,30,5,2,229,1
1317,3,5,2,4,61,2
650,2,3,1,5,128,2
1755,3,28,4,1,227,2
1985,3,24,10,5,61,1
1988,3,21,11,2,224,2
935,3,16,10,5,237,2
832,1,12,2,3,192,1
1590,1,2,4,1,191,2
2917,2,15,13,5,140,2
1671,2,12,9,4,97,1
328,2,19,3,5,75,1
1514,2,15,9,3,250,1
2227,2,15,5,1,235,1
1262,1,26,15,2,291,2
2676,3,19,13,2,31,1
1991,2,2,1,3,135,1
2801,1,8,8,3,143,2
2342,3,7,9,3,282,2
1031,3,9,10,1,209,2
1259,3,23,3,5,222,1
537,2,8,12,2,265,1
119,2,12,13,3,274,1
267,2,8,14,1,227,1
2044,3,14,4,4,260,2
411,2,10,13,4,228,2
1456,3,25,2,1,84,1
444,3,26,11,4,165,1
1429,2,10,12,5,234,1
1986,3,14,11,1,292,2
